amount,change,close,high,low,open,pct_chg,pre_close,trade_date,ts_code,vol,rsi_14,macd_dif,macd_dea,macd_hist,boll_mid,boll_upper,boll_lower,boll_width,tr,atr_14
1856870.622,2.77,44.1,45.18,41.66,42.38,6.7022,41.33,2026-04-27,002636.SZ,424812.29,66.4016664347018,3.5755514968889344,3.06859457515169,1.013913843474489,36.8755,47.06926791037168,26.681732089628326,0.5528748307343182,3.8500000000000014,2.9088101368215016
3751355.717,2.18,46.28,48.51,44.34,45.0,4.9433,44.1,2026-04-28,002636.SZ,805140.66,69.30183640360441,3.78675828334476,3.212227316790304,1.1490619331089116,37.579,48.34312931917844,26.814870680821564,0.5728800297601553,4.409999999999997,3.016037984191394
3133686.621,-0.94,45.34,48.26,45.0,45.35,-2.0311,46.28,2026-04-29,002636.SZ,679054.96,66.6310543902788,3.8340939903019446,3.3366006514926325,0.9949866776186242,38.338499999999996,49.038938308779535,27.638061691220457,0.5582085010513995,3.259999999999998,3.033463842463437
2098062.291,-0.44,44.9,47.4,44.01,45.82,-0.9704,45.34,2026-04-30,002636.SZ,462612.84,65.36128805635826,3.7923872764900395,3.427757976492114,0.729258599995851,39.012,49.576348387009105,28.447651612990896,0.5415948111867684,3.3900000000000006,3.0589307108589057
2883989.778,1.66,46.56,47.75,43.5,45.58,3.6971,44.9,2026-05-06,002636.SZ,628663.46,67.85049768196524,3.848914640010733,3.5119893091958376,0.6738506616297908,39.8885,49.857851507178424,29.91914849282158,0.4998609377228234,4.25,3.144007088654698
2530859.466,2.95,49.51,50.22,45.82,46.99,6.3359,46.56,2026-05-07,002636.SZ,521545.7,71.73745377181385,4.0846678206607265,3.6265250114888152,0.9162856183438226,40.9015,50.42670263633032,31.37629736366968,0.46576299824360085,4.399999999999999,3.2337208680365053
2206105.522,-1.58,47.93,49.82,47.28,49.02,-3.1913,49.51,2026-05-08,002636.SZ,458775.37,67.06091429518989,4.096785921504328,3.720577193491918,0.7524174560248191,41.7075,50.7071113951189,32.707888604881106,0.43155841971438696,2.539999999999999,3.1841693774624695
2004307.082,0.57,48.5,49.35,46.67,47.99,1.1892,47.93,2026-05-11,002636.SZ,418904.07,67.87455058517287,4.105063226478606,3.797474400089256,0.6151776527786996,42.44199999999999,51.11979404420732,33.76420595579267,0.408924840686458,2.6799999999999997,3.148157279072293
1757557.196,-1.97,46.53,48.0,45.29,47.5,-4.0619,48.5,2026-05-12,002636.SZ,377126.94,62.15971381033042,3.90761595001711,3.8195027100748273,0.17622647988456563,42.909000000000006,51.39999808155958,34.41800191844043,0.395767698224595,3.210000000000001,3.152574616281415
1708891.467,0.08,46.61,48.0,44.79,45.01,0.1719,46.53,2026-05-13,002636.SZ,364607.92,62.29853747531193,3.714771320880409,3.798556432235944,-0.16757022271106958,43.443,51.41332416959415,35.47267583040585,0.36693249405400874,3.210000000000001,3.156676429404172
1476200.863,-1.32,45.29,47.59,45.0,46.7,-2.832,46.61,2026-05-14,002636.SZ,320590.58,58.48587209398923,3.416049502372971,3.7220550462633497,-0.6120110877807576,43.8775,51.19809495712686,36.55690504287313,0.33368332093336517,2.5900000000000034,3.1161995415895882
1482595.364,-2.39,42.9,45.68,42.01,45.0,-5.2771,45.29,2026-05-15,002636.SZ,341614.65,52.25065945236512,2.952423581862888,3.5681287533832577,-1.2314103430407393,44.083,51.02313529369077,37.142864706309226,0.3148667419953621,3.6700000000000017,3.1557567171903322
1081397.527,0.87,43.77,43.91,42.08,42.69,2.028,42.9,2026-05-18,002636.SZ,249734.5,54.16620359765212,2.624939757168505,3.3794909541403073,-1.5091023939436043,44.397999999999996,50.6078007426288,38.188199257371195,0.27973335477403494,1.8299999999999983,3.0610598088195946
1197726.193,0.31,44.08,44.5,41.8,43.02,0.7082,43.77,2026-05-19,002636.SZ,276264.87,54.8610729280758,2.3631796123832487,3.1762286857888955,-1.6260981468112936,44.665000000000006,50.28133144920808,39.04866855079193,0.2514869114164592,2.700000000000003,3.035269822475338
1277676.292,0.67,44.75,44.8,42.81,43.87,1.52,44.08,2026-05-20,002636.SZ,289499.3,56.399601490790104,2.184613349518635,2.9779056185348436,-1.586584538032417,44.957499999999996,49.87558638437814,40.039413615621854,0.2187882504311024,1.9899999999999949,2.9606076922985283
1795340.226,-2.07,42.68,46.45,42.59,45.31,-4.6257,44.75,2026-05-21,002636.SZ,399094.73,50.6550359893253,1.854686923063241,2.7532618794405233,-1.7971499127545645,45.113,49.47960099053273,40.74639900946727,0.19358504158591677,3.8599999999999994,3.0248499999914906
2237913.074,3.59,46.27,46.9,43.0,43.0,8.4114,42.68,2026-05-22,002636.SZ,492933.42,58.54182339351103,1.8614432906772436,2.5748981616878677,-1.4269097420212482,45.3325,49.44901295969824,41.21598704030177,0.1816142043654435,4.219999999999999,3.1102178571349555
1999448.944,-0.66,45.61,47.57,45.38,45.9,-1.4264,46.27,2026-05-25,002636.SZ,433127.66,56.74614790830031,1.7928741394839065,2.4184933572470757,-1.2512384355263384,45.3095,49.413785180406,41.205214819594,0.1811666507203126,2.1899999999999977,3.044488010196744
2470734.176,1.94,47.55,47.55,42.89,44.69,4.2535,45.61,2026-05-26,002636.SZ,540448.33,60.57425432602015,1.8734780906631059,2.3094903039302817,-0.8720244265343515,45.5245,49.62503385484523,41.42396614515478,0.18014624454283842,4.659999999999997,3.1598817237541197
2796144.646,1.21,48.76,50.68,46.08,47.08,2.5447,47.55,2026-05-27,002636.SZ,574761.38,62.7864745117777,2.0118033733173135,2.249952917807688,-0.476299088980749,45.896,49.73438452860947,42.057615471390534,0.16726444695003778,4.600000000000001,3.26274731491454
3440859.023,4.86,53.5,53.5,47.34,47.4,9.9918,48.64,2026-05-28,002636.SZ,673365.81,69.90938058139218,2.4753710064701338,2.295036535540177,0.36066894185991316,46.366,51.39559410311607,41.33640589688393,0.21695182259052184,6.159999999999997,3.469693935277787
3869438.918,0.01,53.51,56.8,53.02,55.0,0.0187,53.5,2026-05-29,002636.SZ,706168.17,69.92246050023114,2.811153385647181,2.398259905561578,0.8257869601712056,46.7275,52.6848143896253,40.770185610374696,0.25498108778022804,3.779999999999994,3.491858654186516
2883226.402,-3.64,49.87,53.51,48.17,53.0,-6.8025,53.51,2026-06-01,002636.SZ,573756.84,59.74255431957959,2.7518244418611317,2.468972812821489,0.5657032580792851,46.954,53.032429159957864,40.87557084004214,0.2589099612368643,5.339999999999996,3.6238687503160505
2533650.349,0.76,50.63,51.31,46.8,49.59,1.524,49.87,2026-06-02,002636.SZ,512994.57,61.01864317770539,2.734608609073078,2.522099972071807,0.42501727400254197,47.240500000000004,53.4500358755279,41.030964124472106,0.26289035363842034,4.510000000000005,3.68716383957919
2887824.153,1.1,51.73,53.28,50.0,50.48,2.1726,50.63,2026-06-03,002636.SZ,560084.92,62.85395981526898,2.7777060778679328,2.5732211932310323,0.408969769273801,47.499,54.01227680486838,40.98572319513163,0.27424900755251164,3.280000000000001,3.6580807081806768
2838358.578,2.27,54.0,54.37,49.38,50.0,4.3882,51.73,2026-06-04,002636.SZ,546874.88,66.37252912805513,2.9608997519622733,2.6507569049772806,0.6202856939699855,47.7235,54.812691996122616,40.634308003877386,0.2970943872986103,4.989999999999995,3.753217800453485
5174580.791,4.16,58.16,59.4,52.8,53.99,7.7037,54.0,2026-06-05,002636.SZ,887279.0,71.66880539090562,3.4025369638371856,2.8011129167492617,1.202848094175848,48.235,56.724799452097564,39.745200547902435,0.35201822129563864,6.600000000000001,3.956559386135379
2462714.91,5.82,63.98,63.98,57.09,58.07,10.0069,58.16,2026-06-08,002636.SZ,401265.32,77.10233421112541,4.174047178681207,3.0756997691356505,2.196694819091112,49.009,60.042132684876904,37.9758673151231,0.4502492474801324,6.8899999999999935,4.166090858554281
1006174.43482,6.4,70.38,70.38,68.4,70.38,10.0031,63.98,2026-06-09,002636.SZ,143508.94,81.34034748239102,5.2414805700412685,3.5088559293167743,3.4652492814489886,50.201499999999996,64.71356869797445,35.68943130202554,0.5781527921665471,6.399999999999999,4.325655797228975
2953090.91698,7.04,77.42,77.42,74.46,76.0,10.0028,70.38,2026-06-10,002636.SZ,384210.38,84.69585071852684,6.579652251932586,4.123015193839937,4.913274116185299,51.742,70.55317092524918,32.93082907475082,0.7271141790131491,7.040000000000006,4.519537525998334
7572449.37471,7.38,84.8,85.16,77.44,77.44,9.5324,77.42,2026-06-11,002636.SZ,917359.95,87.2784771843675,8.141813515500623,4.926774858172074,6.4300773146570975,53.717499999999994,77.35505608972147,30.07994391027852,0.8800691055883644,7.739999999999995,4.749570559855596
7580017.89048,5.08,89.88,93.28,86.92,89.99,5.9906,84.8,2026-06-12,002636.SZ,843771.9,88.69294752523514,9.678187001025428,5.877057286742745,7.602259428565366,56.0665,84.10534093632657,28.027659063673433,1.0001994394630151,8.480000000000004,5.016029805580197
5897389.61412,7.46,97.34,98.0,90.16,90.92,8.3,89.88,2026-06-15,002636.SZ,618705.27,90.38384076920943,11.366705407051704,6.974986910804537,8.783436992494334,58.74499999999999,91.65044507812442,25.839554921875553,1.1202807074006107,8.120000000000005,5.237741962324469
5959603.31749,4.15,101.49,102.9,94.5,94.91,4.2634,97.34,2026-06-16,002636.SZ,601334.7,91.17451789103586,12.891137714826684,8.158217071608966,9.465841286435435,61.6155,98.86410123124355,24.366898768756435,1.2090659405910382,8.400000000000006,5.463617536444151
5036606.44879,-5.78,95.71,102.78,92.05,100.0,-5.6951,101.49,2026-06-17,002636.SZ,515913.66,81.16463920348573,13.477503338128145,9.222074324912802,8.510858026430686,64.1635,103.46950772347508,24.857492276524923,1.2251827822196444,10.730000000000004,5.839787712412425
4069360.98898,8.7,104.41,105.28,93.31,94.54,9.09,95.71,2026-06-18,002636.SZ,406997.57,84.01023670523246,14.477333916633512,10.273126243256945,8.408415346753134,67.25,109.06734971088068,25.43265028911933,1.243638653111693,11.969999999999999,6.27766001866868
3266418.52881,9.81,114.22,114.85,105.0,108.73,9.3957,104.41,2026-06-22,002636.SZ,295433.08,86.48893442467168,15.87825720273733,11.394152435153021,8.968209535168619,70.6475,116.16543486898132,25.129565131018666,1.2885929401318188,10.439999999999998,6.574970017335203
3367497.46929,-5.58,108.64,111.83,102.8,111.21,-4.8853,114.22,2026-06-23,002636.SZ,314399.12,78.98836032220672,16.349769666747605,12.385275881471939,7.928987570551332,73.799,120.72414976001656,26.873850239983447,1.27170150706694,11.420000000000002,6.921043587525546
2977610.60991,7.17,115.81,118.31,106.95,108.65,6.5998,108.64,2026-06-24,002636.SZ,261197.41,81.2397108918139,17.104831914428047,13.329187088063161,7.551289652729771,77.212,125.99141481274316,28.432585187256855,1.2635190077382572,11.36,7.238111902702292
3844332.63154,-2.82,112.99,120.0,112.0,116.0,-2.435,115.81,2026-06-25,002636.SZ,333482.27,77.71283194678588,17.27652077612153,14.118653825674835,6.315733900893388,80.4235,129.7699082946158,31.077091705384213,1.2271639084251689,8.0,7.2925324810807
3055191.34804,-0.86,112.13,116.0,106.0,111.2,-0.7611,112.99,2026-06-26,002636.SZ,272792.91,76.62038454083445,17.145547425298787,14.724032545599627,4.84302975939832,83.355,132.93242801337146,33.77757198662854,1.1895489895836233,10.0,7.485923018146365
3722842.92653,2.82,114.95,117.55,101.03,113.93,2.5149,112.13,2026-06-29,002636.SZ,333940.57,77.72609036251379,17.07249938775621,15.193725914030944,3.757546947450532,86.42699999999999,135.83167231260384,37.02232768739615,1.143269402214675,16.519999999999996,8.13121423113591
